chr	strand	region	polyA_site	sense gene	leaf tpm	seed tpm	tair_EST	8K	PACdb	MPSS
Chr1	-	3UTR	156857	AT1G01430	21	0	0	0	0	1
Chr1	-	3UTR	156832	AT1G01430	36	6	0	0	0	1
Chr1	-	3UTR	156728	AT1G01430	34	0	0	0	0	1
Chr1	-	3UTR	156756	AT1G01430	12	0	0	0	0	1
Chr1	-	3UTR	156806	AT1G01430	40	0	0	1	0	1
Chr1	-	3UTR	159858	AT1G01440	0	2	0	0	0	1
Chr1	-	3UTR	159832	AT1G01440	0	2	0	0	0	1
Chr1	-	3UTR	159807	AT1G01440	1	0	0	0	0	1
Chr1	-	3UTR	166548	AT1G01453	1	0	0	0	0	1
Chr1	-	3UTR	172189	AT1G01470	69	14381	0	1	0	1
Chr1	-	3UTR	172126	AT1G01470	0	10	0	0	0	1
Chr1	-	3UTR	172040	AT1G01470	0	2	0	0	0	1
Chr1	-	3UTR	172214	AT1G01470	0	127	0	1	0	1
Chr1	+	3UTR	178450	AT1G01480	0	4	0	0	0	1
Chr1	+	3UTR	178417	AT1G01480	0	2	1	1	1	1
Chr1	+	3UTR	178376	AT1G01480	0	12	0	0	0	1
Chr1	+	3UTR	178306	AT1G01480	1	2	0	0	0	1
Chr1	+	3UTR	178249	AT1G01480	1	6	0	0	0	1
Chr1	+	3UTR	178210	AT1G01480	2	52	0	0	0	1
Chr1	+	3UTR	178158	AT1G01480	0	6	0	0	0	1
Chr1	-	3UTR	180230	AT1G01490	7	4	0	0	0	1
Chr1	-	3UTR	180160	AT1G01490	4	0	0	1	0	1
Chr1	-	3UTR	180372	AT1G01490	12	4	1	0	0	1
Chr1	-	3UTR	180123	AT1G01490	1	2	0	0	0	1
Chr1	-	3UTR	180058	AT1G01490	2	0	0	0	0	1
Chr1	-	3UTR	180309	AT1G01490	4	0	0	0	0	0
Chr1	+	3UTR	186966	AT1G01500	1	10	0	0	0	1
Chr1	+	3UTR	186929	AT1G01500	3	6	0	0	0	1
Chr1	+	3UTR	186861	AT1G01500	2	4	0	0	0	1
Chr1	+	3UTR	186786	AT1G01500	4	0	0	0	0	1
Chr1	+	3UTR	186749	AT1G01500	2	20	1	0	1	1
Chr1	+	3UTR	186702	AT1G01500	0	2	0	0	0	1
Chr1	+	3UTR	190158	AT1G01510	20	2	0	0	0	1
Chr1	+	3UTR	190104	AT1G01510	3	0	0	0	0	1
Chr1	+	3UTR	190033	AT1G01510	3	0	0	0	0	1
Chr1	+	3UTR	192339	AT1G01520	1	15	0	0	0	0
Chr1	+	3UTR	198716	AT1G01540	5	6	0	0	0	1
Chr1	+	3UTR	198685	AT1G01540	53	52	0	0	0	1
Chr1	+	3UTR	198636	AT1G01540	21	26	0	0	0	1
Chr1	+	3UTR	198600	AT1G01540	18	27	0	0	1	1
Chr1	+	3UTR	198559	AT1G01540	0	6	0	0	0	1
Chr1	+	3UTR	198533	AT1G01540	2	12	0	0	0	1
Chr1	+	3UTR	198367	AT1G01540	1	0	0	0	0	1
Chr1	+	3UTR	201719	AT1G01550	10	0	0	1	0	1
Chr1	+	3UTR	201687	AT1G01550	3	2	0	0	0	1
Chr1	+	3UTR	201658	AT1G01550	1	2	0	0	0	1
Chr1	+	3UTR	204443	AT1G01560	1	0	0	0	0	0
Chr1	+	3UTR	213109	AT1G01580	1	0	0	0	0	1
Chr1	+	3UTR	217608	AT1G01590	1	0	0	0	0	1
Chr1	+	3UTR	221278	AT1G01600	3	0	0	0	0	1
Chr1	+	3UTR	221163	AT1G01600	4	2	1	0	1	1
Chr1	+	3UTR	221103	AT1G01600	2	0	0	0	0	1
Chr1	-	3UTR	221740	AT1G01610	43	2	0	0	0	1
Chr1	-	3UTR	221795	AT1G01610	80	2	0	0	0	1
Chr1	-	3UTR	221684	AT1G01610	11	0	0	0	0	1
Chr1	-	3UTR	225868	AT1G01620	460	2	1	1	0	1
Chr1	-	3UTR	225814	AT1G01620	730	0	1	1	0	1
Chr1	-	3UTR	225772	AT1G01620	11	0	1	0	1	1
Chr1	-	3UTR	225744	AT1G01620	11	0	0	0	1	1
Chr1	-	3UTR	225693	AT1G01620	1	0	0	0	0	1
Chr1	+	3UTR	230769	AT1G01630	2	0	1	1	0	1
Chr1	+	3UTR	230843	AT1G01630	1	0	1	0	1	1
Chr1	+	3UTR	230883	AT1G01630	12	0	0	0	1	1
Chr1	+	3UTR	230932	AT1G01630	1	0	0	0	0	1
Chr1	-	3UTR	230970	AT1G01640	5	0	0	0	0	1
Chr1	-	3UTR	231025	AT1G01640	4	0	0	0	0	1
Chr1	-	3UTR	232950	AT1G01650	4	84	0	0	1	1
Chr1	-	3UTR	233094	AT1G01650	2	102	0	0	0	1
Chr1	-	3UTR	233065	AT1G01650	4	181	0	0	0	1
Chr1	-	3UTR	232920	AT1G01650	3	20	0	0	0	1
Chr1	-	3UTR	233014	AT1G01650	8	343	0	0	0	1
Chr1	-	3UTR	232861	AT1G01650	2	4	0	0	0	1
Chr1	-	3UTR	246271	AT1G01680	9	0	0	0	0	1
Chr1	-	3UTR	246317	AT1G01680	1	0	0	0	0	1
Chr1	-	3UTR	246369	AT1G01680	2	0	0	0	0	1
Chr1	+	3UTR	266139	AT1G01710	0	2	0	0	0	1
Chr1	+	3UTR	266201	AT1G01710	13	26	0	0	0	1
Chr1	+	3UTR	269864	AT1G01720	1	0	0	0	0	1
Chr1	+	3UTR	269806	AT1G01720	3	71	0	1	0	1
Chr1	+	3UTR	269755	AT1G01720	2	30	0	1	0	1
Chr1	+	3UTR	269579	AT1G01720	0	2	0	0	0	1
Chr1	-	3UTR	269832	AT1G01725	16	16	0	0	0	1
Chr1	-	3UTR	269791	AT1G01725	3	0	0	0	0	1
Chr1	-	3UTR	269876	AT1G01725	4	2	0	0	0	1
Chr1	+	3UTR	271913	AT1G01730	0	10	0	0	0	1
Chr1	+	3UTR	271967	AT1G01730	0	20	0	1	0	1
Chr1	+	3UTR	272008	AT1G01730	26	1422	1	1	0	1
Chr1	+	3UTR	272065	AT1G01730	0	31	0	0	0	1
Chr1	-	3UTR	271883	AT1G01740	7	0	0	0	0	1
Chr1	+	3UTR	276311	AT1G01750	4	0	1	0	0	1
Chr1	+	3UTR	276260	AT1G01750	1	0	0	0	1	1
Chr1	+	3UTR	282658	AT1G01770	1	0	0	0	0	0
Chr1	+	3UTR	284267	AT1G01780	9	22	1	0	0	0
Chr1	+	3UTR	284222	AT1G01780	6	10	0	1	1	0
Chr1	+	3UTR	284178	AT1G01780	5	6	0	0	0	0
Chr1	+	3UTR	291038	AT1G01790	11	0	0	1	0	1
Chr1	+	3UTR	291068	AT1G01790	14	0	0	0	0	1
Chr1	+	3UTR	291133	AT1G01790	1	0	0	0	0	1
Chr1	-	3UTR	296022	AT1G01820	25	4	1	0	0	0
Chr1	-	3UTR	296058	AT1G01820	38	16	0	0	1	0
Chr1	-	3UTR	296101	AT1G01820	2	0	0	0	0	0
Chr1	+	3UTR	304196	AT1G01840	1	0	0	0	0	1
Chr1	-	3UTR	304132	AT1G01860	2	0	0	0	0	1
Chr1	+	3UTR	313131	AT1G01900	1	0	0	1	0	1
Chr1	-	3UTR	313259	AT1G01910	27	62	0	0	0	1
Chr1	-	3UTR	313100	AT1G01910	1	2	0	0	0	1
Chr1	-	3UTR	313322	AT1G01910	1	0	0	0	0	1
Chr1	-	3UTR	313228	AT1G01910	9	36	0	1	1	1
Chr1	+	3UTR	319584	AT1G01920	0	4	0	0	0	1
Chr1	+	3UTR	319645	AT1G01920	1	4	0	0	0	1
Chr1	+	3UTR	324916	AT1G01940	17	2	0	0	0	1
Chr1	+	3UTR	324857	AT1G01940	5	6	0	1	0	1
Chr1	+	3UTR	330506	AT1G01950	2	0	0	0	0	1
Chr1	+	3UTR	330609	AT1G01950	1	0	0	0	0	1
Chr1	-	3UTR	330598	AT1G01960	63	184	0	0	0	1
Chr1	-	3UTR	330647	AT1G01960	0	2	0	0	0	1
Chr1	-	3UTR	330532	AT1G01960	0	2	0	0	0	1
Chr1	+	3UTR	340075	AT1G01970	50	392	0	0	0	1
Chr1	+	3UTR	340049	AT1G01970	5	92	0	0	0	1
Chr1	+	3UTR	340024	AT1G01970	0	20	0	0	0	1
Chr1	+	3UTR	339971	AT1G01970	0	4	0	0	0	1
Chr1	-	3UTR	340135	AT1G01980	0	2	0	0	0	1
Chr1	-	3UTR	340243	AT1G01980	0	2	0	0	0	1
Chr1	-	3UTR	343304	AT1G01990	5	23	0	0	0	1
Chr1	-	3UTR	343350	AT1G01990	1	0	0	0	0	1
Chr1	-	3UTR	343234	AT1G01990	5	6	0	0	0	1
Chr1	-	3UTR	343266	AT1G01990	6	45	0	0	0	1
Chr1	-	3UTR	343389	AT1G01990	1	8	0	0	0	1
Chr1	+	3UTR	347464	AT1G02000	2	8	0	0	0	1
Chr1	+	3UTR	347531	AT1G02000	9	10	0	0	0	1
Chr1	+	3UTR	352513	AT1G02010	2	2	0	0	0	1
Chr1	-	3UTR	352637	AT1G02020	2	4	0	1	0	1
Chr1	-	3UTR	352699	AT1G02020	1	12	0	0	0	1
Chr1	-	3UTR	359100	AT1G02050	0	10	1	0	0	1
Chr1	-	3UTR	360785	AT1G02060	1	0	0	0	0	1
Chr1	+	3UTR	367243	AT1G02065	1	0	0	0	0	1
Chr1	+	3UTR	367301	AT1G02065	2	0	0	0	0	1
Chr1	+	3UTR	367336	AT1G02065	3	0	0	0	0	1
Chr1	-	3UTR	370254	AT1G02070	2	0	1	0	1	1
Chr1	+	3UTR	386848	AT1G02080	25	4	0	0	0	1
Chr1	+	3UTR	386762	AT1G02080	0	6	0	0	0	1
Chr1	-	3UTR	387279	AT1G02090	0	4	1	0	0	1
Chr1	-	3UTR	387327	AT1G02090	0	6	0	0	1	1
Chr1	+	3UTR	392745	AT1G02100	0	2	0	0	0	0
Chr1	+	3UTR	392801	AT1G02100	2	4	1	1	1	0
Chr1	+	3UTR	392827	AT1G02100	12	14	1	1	1	0
Chr1	+	3UTR	392852	AT1G02100	1	0	0	0	0	0
Chr1	+	3UTR	395531	AT1G02110	23	39	1	0	0	1
Chr1	+	3UTR	395505	AT1G02110	2	14	0	0	0	1
Chr1	+	3UTR	395468	AT1G02110	1	0	0	0	0	1
Chr1	+	3UTR	399988	AT1G02120	1	0	0	0	0	1
Chr1	+	3UTR	399926	AT1G02120	24	108	0	0	0	1
Chr1	+	3UTR	399901	AT1G02120	17	162	0	0	0	1
Chr1	+	3UTR	399830	AT1G02120	0	8	0	0	0	1
Chr1	-	3UTR	400186	AT1G02130	3	2	0	0	0	1
Chr1	-	3UTR	400144	AT1G02130	11	2	1	1	0	1
Chr1	-	3UTR	400091	AT1G02130	267	20	0	0	1	1
Chr1	-	3UTR	403193	AT1G02140	14	12	1	0	0	1
Chr1	-	3UTR	403140	AT1G02140	2	2	0	0	0	1
Chr1	-	3UTR	403219	AT1G02140	253	153	1	0	1	1
Chr1	-	3UTR	403257	AT1G02140	3	0	0	0	1	1
Chr1	-	3UTR	403287	AT1G02140	22	12	0	0	0	1
Chr1	+	3UTR	408652	AT1G02145	9	0	1	1	0	1
Chr1	+	3UTR	408614	AT1G02145	24	12	0	0	0	1
Chr1	+	3UTR	410717	AT1G02150	1	0	0	0	0	1
Chr1	+	3UTR	410686	AT1G02150	1	0	0	0	0	1
Chr1	+	3UTR	410660	AT1G02150	1	0	0	0	0	1
Chr1	+	3UTR	410581	AT1G02150	19	25	1	0	0	1
Chr1	+	3UTR	410515	AT1G02150	2	10	0	0	0	1
Chr1	+	3UTR	410480	AT1G02150	2	2	0	0	0	1
Chr1	+	3UTR	411526	AT1G02160	4	2	0	0	0	1
Chr1	+	3UTR	411587	AT1G02160	31	24	1	1	0	1
Chr1	+	3UTR	411638	AT1G02160	1	8	0	0	0	1
Chr1	+	3UTR	413548	AT1G02170	1	11	0	0	0	1
Chr1	-	3UTR	413525	AT1G02180	2	4	0	0	0	0
Chr1	+	3UTR	422439	AT1G02205	2	0	0	0	0	1
Chr1	-	3UTR	434981	AT1G02230	1	0	0	0	0	1
Chr1	-	3UTR	435028	AT1G02230	1	0	0	0	0	1
Chr1	-	3UTR	440642	AT1G02260	2	19	0	0	0	1
Chr1	-	3UTR	440500	AT1G02260	1	2	0	0	0	1
Chr1	-	3UTR	440373	AT1G02260	2	0	0	0	0	1
Chr1	-	3UTR	443120	AT1G02270	2	0	0	0	0	1
Chr1	-	3UTR	443276	AT1G02270	0	2	0	0	0	1
Chr1	-	3UTR	443167	AT1G02270	4	2	0	0	0	1
Chr1	-	3UTR	443194	AT1G02270	3	19	0	0	0	1
Chr1	-	3UTR	443222	AT1G02270	17	76	0	0	0	1
Chr1	-	3UTR	448472	AT1G02280	125	6	0	0	0	1
Chr1	-	3UTR	450526	AT1G02290	5	2	0	0	0	1
Chr1	+	3UTR	455567	AT1G02300	1	0	0	0	0	1
Chr1	+	3UTR	455518	AT1G02300	20	0	0	0	1	1
Chr1	+	3UTR	455433	AT1G02300	4	0	0	0	0	1
Chr1	+	3UTR	458076	AT1G02305	18	0	0	0	1	1
Chr1	+	3UTR	458144	AT1G02305	4	2	0	0	0	1
Chr1	+	3UTR	458234	AT1G02305	1	0	0	0	0	1
Chr1	-	3UTR	458101	AT1G02310	2	2	0	0	0	1
Chr1	-	3UTR	458139	AT1G02310	1	14	0	0	0	1
Chr1	-	3UTR	458075	AT1G02310	1	4	0	0	0	1
Chr1	-	3UTR	458050	AT1G02310	2	2	0	0	0	1
Chr1	-	3UTR	462082	AT1G02330	5	10	1	1	0	1
Chr1	-	3UTR	462015	AT1G02330	1	0	0	0	0	1
Chr1	-	3UTR	463901	AT1G02335	3	0	0	0	0	1
Chr1	-	3UTR	463872	AT1G02335	18	0	0	0	0	1
Chr1	-	3UTR	465723	AT1G02340	11	0	0	1	0	1
Chr1	-	3UTR	465667	AT1G02340	12	0	0	0	0	1
Chr1	-	3UTR	465767	AT1G02340	3	0	0	0	0	1
Chr1	+	3UTR	470908	AT1G02350	4	0	0	0	0	1
Chr1	+	3UTR	470880	AT1G02350	4	2	0	0	0	1
Chr1	+	3UTR	470830	AT1G02350	3	0	0	0	0	1
Chr1	-	3UTR	471989	AT1G02360	48	0	1	0	0	1
Chr1	-	3UTR	472061	AT1G02360	1	0	0	0	0	1
Chr1	+	3UTR	476435	AT1G02370	0	2	0	0	0	1
Chr1	+	3UTR	476471	AT1G02370	3	2	0	1	0	1
Chr1	+	3UTR	476517	AT1G02370	1	2	1	0	0	1
Chr1	+	3UTR	476576	AT1G02370	1	0	0	0	0	1
Chr1	+	3UTR	476610	AT1G02370	2	0	0	0	0	1
Chr1	+	3UTR	479022	AT1G02380	0	6	0	0	0	0
Chr1	+	3UTR	478972	AT1G02380	0	75	0	0	0	0
Chr1	+	3UTR	478926	AT1G02380	0	2	0	0	0	0
Chr1	+	3UTR	483387	AT1G02390	12	0	0	0	0	0
Chr1	+	3UTR	483357	AT1G02390	5	0	0	0	0	0
Chr1	+	3UTR	483293	AT1G02390	20	0	0	0	0	0
Chr1	+	3UTR	483242	AT1G02390	5	2	0	0	0	0
Chr1	+	3UTR	489650	AT1G02400	44	0	0	0	0	1
Chr1	+	3UTR	489610	AT1G02400	11	0	0	0	0	1
Chr1	+	3UTR	489541	AT1G02400	405	0	0	0	1	1
Chr1	+	3UTR	489474	AT1G02400	15	0	0	0	0	1
Chr1	+	3UTR	489416	AT1G02400	6	0	0	0	0	1
Chr1	-	3UTR	489955	AT1G02405	1	4	0	0	0	1
Chr1	-	3UTR	490019	AT1G02405	0	2	0	0	0	1
Chr1	+	3UTR	492819	AT1G02410	3	2	0	0	0	0
Chr1	+	3UTR	492863	AT1G02410	35	36	0	0	0	0
Chr1	+	3UTR	492924	AT1G02410	9	4	0	0	0	0
Chr1	-	3UTR	497919	AT1G02450	1	0	0	0	0	0
Chr1	-	3UTR	497972	AT1G02450	2	0	1	1	0	0
Chr1	-	3UTR	504676	AT1G02460	1	0	0	0	0	0
Chr1	-	3UTR	513837	AT1G02475	17	0	0	0	0	1
Chr1	-	3UTR	513911	AT1G02475	53	2	0	1	0	1
Chr1	+	3UTR	520357	AT1G02500	4	0	1	1	0	1
Chr1	+	3UTR	520409	AT1G02500	1	0	0	0	0	1
Chr1	+	3UTR	520497	AT1G02500	2	0	0	0	0	1
Chr1	+	3UTR	528895	AT1G02520	2	0	0	0	0	1
Chr1	+	3UTR	528924	AT1G02520	1	0	0	0	0	1
Chr1	+	3UTR	540110	AT1G02560	5	0	0	0	0	0
Chr1	+	3UTR	540081	AT1G02560	43	6	0	0	0	0
Chr1	+	3UTR	540018	AT1G02560	77	6	1	0	0	0
Chr1	+	3UTR	539989	AT1G02560	216	10	1	1	1	1
Chr1	+	3UTR	539923	AT1G02560	4	0	0	0	0	1
Chr1	+	3UTR	544005	AT1G02570	1	0	0	0	0	1
Chr1	-	3UTR	553086	AT1G02610	1	0	0	0	0	1
Chr1	-	3UTR	560971	AT1G02630	1	0	0	0	0	1
Chr1	+	3UTR	567647	AT1G02640	3	0	0	0	0	1
Chr1	+	3UTR	570532	AT1G02650	1	2	0	0	0	1
Chr1	+	3UTR	570502	AT1G02650	1	0	0	0	0	1
Chr1	-	3UTR	572167	AT1G02660	4	2	0	0	0	1
Chr1	-	3UTR	572111	AT1G02660	15	16	0	0	0	1
Chr1	-	3UTR	572029	AT1G02660	33	8	0	0	0	1
Chr1	-	3UTR	571966	AT1G02660	8	0	0	0	0	1
Chr1	-	3UTR	571935	AT1G02660	2	0	0	0	0	1
Chr1	-	3UTR	571859	AT1G02660	6	2	0	0	0	1
Chr1	-	3UTR	571909	AT1G02660	3	0	0	0	0	1
Chr1	+	3UTR	580505	AT1G02670	0	2	0	0	0	1
Chr1	+	3UTR	582224	AT1G02680	0	4	0	0	0	1
Chr1	+	3UTR	582156	AT1G02680	2	0	0	0	0	1
Chr1	+	3UTR	582106	AT1G02680	1	4	0	0	0	1
Chr1	+	3UTR	582075	AT1G02680	6	14	0	0	1	1
Chr1	+	3UTR	587220	AT1G02690	13	23	0	1	0	1
Chr1	+	3UTR	587303	AT1G02690	1	0	0	0	0	1
Chr1	+	3UTR	589480	AT1G02700	0	47	0	1	0	0
Chr1	+	3UTR	589432	AT1G02700	0	21	0	0	0	0
Chr1	+	3UTR	589382	AT1G02700	0	157	0	0	0	0
Chr1	+	3UTR	589343	AT1G02700	0	1231	0	0	0	0
Chr1	+	3UTR	589296	AT1G02700	0	2511	0	0	0	0
Chr1	+	3UTR	589268	AT1G02700	0	74	0	0	0	0
Chr1	+	3UTR	594308	AT1G02720	1	0	0	0	0	0
Chr1	+	3UTR	594233	AT1G02720	1	0	0	0	1	0
Chr1	+	3UTR	594189	AT1G02720	1	0	0	0	0	0
Chr1	-	3UTR	594573	AT1G02730	14	0	0	0	0	1
Chr1	-	3UTR	599538	AT1G02740	1	6	0	0	0	0
Chr1	-	3UTR	599421	AT1G02740	2	4	0	0	0	1
Chr1	-	3UTR	599354	AT1G02740	54	26	0	0	0	1
Chr1	-	3UTR	599304	AT1G02740	0	2	0	0	0	0
Chr1	+	3UTR	604225	AT1G02750	1	4	0	0	0	1
Chr1	+	3UTR	604274	AT1G02750	9	18	0	0	0	1
Chr1	+	3UTR	604368	AT1G02750	0	2	0	0	0	1
Chr1	-	3UTR	604942	AT1G02770	0	4	0	0	0	1
Chr1	-	3UTR	607859	AT1G02780	1	2	1	0	0	1
Chr1	-	3UTR	607909	AT1G02780	1	267	1	1	1	1
Chr1	-	3UTR	608050	AT1G02780	0	2	0	0	0	1
Chr1	-	3UTR	607972	AT1G02780	3	374	1	0	0	1
Chr1	-	3UTR	607945	AT1G02780	0	98	1	0	0	1
Chr1	-	3UTR	610554	AT1G02790	0	4	0	0	0	1
Chr1	-	3UTR	610460	AT1G02790	0	2	0	1	1	1
Chr1	-	3UTR	610629	AT1G02790	0	6	0	0	0	1
Chr1	+	3UTR	620516	AT1G02810	5	0	0	0	0	1
Chr1	+	3UTR	620463	AT1G02810	2	0	0	0	0	1
Chr1	+	3UTR	620432	AT1G02810	11	0	0	0	0	1
Chr1	+	3UTR	620353	AT1G02810	1	0	0	0	0	1
Chr1	+	3UTR	622359	AT1G02816	1	0	0	0	0	0
Chr1	+	3UTR	622460	AT1G02816	2	0	0	0	0	1
Chr1	+	3UTR	622562	AT1G02816	1	0	0	0	0	1
Chr1	-	3UTR	623778	AT1G02820	2	0	1	0	0	1
Chr1	+	3UTR	629814	AT1G02840	3	8	1	0	1	1
Chr1	+	3UTR	629789	AT1G02840	0	10	1	0	1	1
Chr1	+	3UTR	629749	AT1G02840	0	19	0	0	0	0
Chr1	+	3UTR	633316	AT1G02850	0	4	0	0	0	1
Chr1	+	3UTR	633260	AT1G02850	2	10	0	0	1	1
Chr1	+	3UTR	633216	AT1G02850	0	10	0	0	0	1
Chr1	+	3UTR	633183	AT1G02850	12	126	0	0	0	1
Chr1	+	3UTR	633123	AT1G02850	0	8	0	0	0	1
Chr1	+	3UTR	637261	AT1G02860	12	0	1	0	0	1
Chr1	+	3UTR	637172	AT1G02860	4	6	0	0	0	1
Chr1	-	3UTR	637232	AT1G02870	1	0	0	0	0	1
Chr1	-	3UTR	637296	AT1G02870	16	62	1	0	0	1
Chr1	-	3UTR	642908	AT1G02880	1	2	0	0	0	0
Chr1	-	3UTR	645144	AT1G02890	0	2	0	0	0	1
Chr1	-	3UTR	653721	AT1G02900	9	0	0	0	0	0
Chr1	-	3UTR	653810	AT1G02900	3	0	0	0	0	1
Chr1	-	3UTR	653746	AT1G02900	77	0	0	0	0	1
Chr1	-	3UTR	653656	AT1G02900	1	0	0	0	0	0
Chr1	-	3UTR	653843	AT1G02900	15	0	0	0	0	1
Chr1	-	3UTR	655594	AT1G02910	0	15	0	0	0	1
Chr1	-	3UTR	655569	AT1G02910	12	147	0	0	0	1
Chr1	-	3UTR	655508	AT1G02910	0	2	0	0	0	0
Chr1	-	3UTR	655621	AT1G02910	0	8	0	0	0	1
Chr1	-	3UTR	658672	AT1G02920	74	2	1	1	0	1
Chr1	-	3UTR	658710	AT1G02920	4	0	0	0	0	1
Chr1	-	3UTR	658779	AT1G02920	4	0	0	0	0	1
Chr1	-	3UTR	661291	AT1G02930	4	0	0	0	0	1
Chr1	-	3UTR	661266	AT1G02930	9	0	0	0	0	1
Chr1	-	3UTR	661220	AT1G02930	4	0	0	0	0	1
Chr1	-	3UTR	661183	AT1G02930	264	2	1	1	1	1
Chr1	-	3UTR	663004	AT1G02940	1	0	0	0	0	0
Chr1	-	3UTR	665139	AT1G02950	10	0	0	0	0	1
Chr1	-	3UTR	665186	AT1G02950	2	0	0	0	0	1
Chr1	-	3UTR	666874	AT1G02960	1	0	0	0	1	1
Chr1	-	3UTR	666921	AT1G02960	2	0	0	0	0	1
Chr1	-	3UTR	681456	AT1G02990	1	0	0	0	0	1
